gene_family	effect_size_mean	effect_size_median	effect_size_max	n_runs_with_directionality	is_positive_assoc	diazotroph_pct_mean	diazotroph_pct_max	is_pure_any	n_runs_with_purity	is_pure_pos_any	is_pure_neg_any	n_models_with_importance	n_run_model_hits	consensus_rank_pct_mean	consensus_rank_pct_median	best_rank	module_mode	n_runs_with_module	used_in_any_final_set	product	go_ids	locus_tag	n_member_proteins	n_member_genomes	example_proteins	example_genomes
GF_00015	0.4105090311986864	0.4105090311986864	0.4105090311986864	1.0	True	0.5057471264367817	0.5057471264367817	False	1	False	False	4	4	0.25	0.26953748006379585	354.0			False	stress-responsive protein Ycf46		MAE_RS11730	174.0	174.0	GCF_000010625.1;GCF_050500235.1;GCF_003019735.1;GCF_976987195.1;GCF_050500255.1;GCF_038396575.1;GCF_000981785.2;GCF_001264245.1;GCF_048820285.1;GCF_000981785.1	GCF_000010625.1;GCF_050500235.1;GCF_003019735.1;GCF_976987195.1;GCF_050500255.1;GCF_038396575.1;GCF_000981785.2;GCF_001264245.1;GCF_048820285.1;GCF_000981785.1
GF_00016					False	0.075	0.075	True	1	False	True	0	0						False							
GF_00017	0.3760092818412142	0.3760092818412142	0.3760092818412142	1.0	True	0.4014869888475836	0.4014869888475836	False	1	False	False	4	4	0.28149920255183414	0.20095693779904306	266.0			False	DUF1257 domain-containing protein		GLL_RS22085	269.0	269.0	GCF_000011385.1;GCF_000484535.1;GCF_021018745.1;GCF_018389385.1;GCF_037094475.1;GCF_000981785.2;GCF_025677855.1;GCF_976987195.1;GCF_000317655.1;GCF_003015225.1	GCF_000011385.1;GCF_000484535.1;GCF_021018745.1;GCF_018389385.1;GCF_037094475.1;GCF_000981785.2;GCF_025677855.1;GCF_976987195.1;GCF_000317655.1;GCF_003015225.1
GF_00018	0.3346204403549129	0.3346204403549129	0.3346204403549129	1.0	True	0.5441176470588235	0.5441176470588235	False	1	False	False	4	4	0.7280701754385965	0.6842105263157895	29.0			False	transketolase C-terminal domain-containing protein		GLL_RS17865	68.0	68.0	GCF_000011385.1;GCF_021018745.1;GCF_000484535.1;GCF_044923475.1;GCF_020091585.1;GCF_013343235.1;GCF_013393905.1;GCF_043099305.1;GCF_976987195.1;GCF_021172085.1	GCF_000011385.1;GCF_021018745.1;GCF_000484535.1;GCF_044923475.1;GCF_020091585.1;GCF_013343235.1;GCF_013393905.1;GCF_043099305.1;GCF_976987195.1;GCF_021172085.1
GF_00019					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00020					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00021					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00022					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00023					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00024					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00025					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00026					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00027					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00028					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00029					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00030					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00031					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00032					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00033					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00034					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00035					False	0.0125786163522012	0.0125786163522012	True	1	False	True	0	0						False							
GF_00036	0.6454755190976673	0.6454755190976673	0.6454755190976673	1.0	True	0.7659574468085106	0.7659574468085106	False	1	False	False	4	4	0.43620414673046254	0.3875598086124402	89.0			False	translation initiation factor IF-3		PCC6301pg_RS00325	94.0	94.0	GCF_000012525.1;GCF_000817325.1;GCF_000010065.1;GCF_036630085.1;GCF_036630115.1;GCF_036630075.1;GCF_001854205.2;GCF_036630065.1;GCF_022984195.1;GCF_000317515.1	GCF_000012525.1;GCF_000817325.1;GCF_000010065.1;GCF_036630085.1;GCF_036630115.1;GCF_036630075.1;GCF_001854205.2;GCF_036630065.1;GCF_022984195.1;GCF_000317515.1
GF_00037					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00038					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00039					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00040					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00041					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00042					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00043	0.4011584800741427	0.4011584800741427	0.4011584800741427	1.0	True	0.4192307692307692	0.4192307692307692	False	1	False	False	4	4	0.6427432216905902	0.7384370015948963	127.0			False	alpha-ketoacid dehydrogenase subunit beta		CYA_RS10940	260.0	260.0	GCF_000013205.1;GCF_031583315.1;GCF_000013225.1;GCF_048077055.1;GCF_000340785.1;GCF_045345185.1;GCF_050500245.1;GCF_052692655.1;GCF_001693275.1;GCF_904830915.1	GCF_000013205.1;GCF_031583315.1;GCF_000013225.1;GCF_048077055.1;GCF_000340785.1;GCF_045345185.1;GCF_050500245.1;GCF_052692655.1;GCF_001693275.1;GCF_904830915.1
GF_00044	0.1123274631128034	0.1123274631128034	0.1123274631128034	1.0	True	0.3636363636363636	0.3636363636363636	False	1	False	False	4	4	0.7711323763955343	0.8620414673046253	56.0			False	chlorophyll a/b-binding protein		CYB_RS02400	44.0	44.0	GCF_000013225.1;GCF_003060805.1;GCF_025200965.1;GCF_016745315.1;GCF_012516315.1;GCF_016446395.1;GCF_016403105.1;GCF_026000695.1;GCF_000317105.1;GCF_000014265.1	GCF_000013225.1;GCF_003060805.1;GCF_025200965.1;GCF_016745315.1;GCF_012516315.1;GCF_016446395.1;GCF_016403105.1;GCF_026000695.1;GCF_000317105.1;GCF_000014265.1
GF_00045					False	0.0694444444444444	0.0694444444444444	True	1	False	True	0	0						False							
GF_00046	0.5124109310155822	0.5124109310155822	0.5124109310155822	1.0	True	0.6201550387596899	0.6201550387596899	False	1	False	False	4	4	0.48046251993620415	0.4138755980861244	84.0			False	acetolactate synthase large subunit		CYB_RS10215	129.0	129.0	GCF_000013225.1;GCF_000013205.1;GCF_000317045.1;GCF_012516315.1;GCF_023983615.1;GCF_026240635.1;GCF_049200465.1;GCF_000018105.1;GCF_023546805.1;GCF_025200965.1	GCF_000013225.1;GCF_000013205.1;GCF_000317045.1;GCF_012516315.1;GCF_023983615.1;GCF_026240635.1;GCF_049200465.1;GCF_000018105.1;GCF_023546805.1;GCF_025200965.1
GF_00047	0.4324252432779908	0.4324252432779908	0.4324252432779908	1.0	True	0.462882096069869	0.462882096069869	False	1	False	False	4	4	0.6056618819776715	0.6610845295055822	130.0			False	NAD-dependent epimerase/dehydratase family protein		TERY_RS01870	229.0	229.0	GCF_000014265.1;GCF_019891175.1;GCF_023650955.1;GCF_000317495.1;GCF_020091585.1;GCF_016745315.1;GCF_026000695.1;GCF_947331815.1;GCF_000317085.1;GCF_000317655.1	GCF_000014265.1;GCF_019891175.1;GCF_023650955.1;GCF_000317495.1;GCF_020091585.1;GCF_016745315.1;GCF_026000695.1;GCF_947331815.1;GCF_000317085.1;GCF_000317655.1
GF_00048	0.6049485682513206	0.6049485682513206	0.6049485682513206	1.0	True	0.7272727272727273	0.7272727272727273	False	1	False	False	4	4	0.6570972886762361	0.6770334928229665	112.0			False	anti-sigma factor antagonist		TERY_RS05455	99.0	99.0	GCF_000014265.1;GCF_012516395.1;GCF_000317515.1;GCF_000317045.1;GCF_008121535.1;GCF_016919485.1;GCF_001548395.1;GCF_013177315.1;GCF_032705245.1;GCF_021379005.1	GCF_000014265.1;GCF_012516395.1;GCF_000317515.1;GCF_000317045.1;GCF_008121535.1;GCF_016919485.1;GCF_001548395.1;GCF_013177315.1;GCF_032705245.1;GCF_021379005.1
GF_00049	0.440530303030303	0.440530303030303	0.440530303030303	1.0	True	0.6041666666666666	0.6041666666666666	False	1	False	False	4	4	0.5171451355661882	0.5087719298245614	192.0			False	cytochrome c oxidase subunit I		TERY_RS08315	96.0	96.0	GCF_000014265.1;GCF_000317515.1;GCF_000316625.1;GCF_031583255.1;GCF_042465725.1;GCF_011769525.1;GCF_030518715.1;GCF_019891175.1;GCF_031583435.1;GCF_000011345.1	GCF_000014265.1;GCF_000317515.1;GCF_000316625.1;GCF_031583255.1;GCF_042465725.1;GCF_011769525.1;GCF_030518715.1;GCF_019891175.1;GCF_031583435.1;GCF_000011345.1
GF_00050					False	0.9272727272727272	0.9272727272727272	True	1	True	False	0	0						False	hypothetical protein		TERY_RS36905	55.0	55.0	GCF_000014265.1;GCF_000317435.1;GCF_052692655.1;GCF_001277295.1;GCF_014023275.1;GCF_009372195.1;GCF_043099305.1;GCF_001548395.1;GCF_011769525.1;GCF_024584745.1	GCF_000014265.1;GCF_000317435.1;GCF_052692655.1;GCF_001277295.1;GCF_014023275.1;GCF_009372195.1;GCF_043099305.1;GCF_001548395.1;GCF_011769525.1;GCF_024584745.1
GF_00051	0.3843995510662177	0.3843995510662177	0.3843995510662177	1.0	True	0.4090909090909091	0.4090909090909091	False	1	False	False	4	4	0.3323365231259968	0.28787878787878785	164.0			False	threonine synthase		TERY_RS20980	264.0	264.0	GCF_000014265.1;GCF_003060805.1;GCF_012516315.1;GCF_904830925.1;GCF_016745315.1;GCF_026000695.1;GCF_025200965.1;GCF_047276495.1;GCF_019891175.1;GCF_003945305.1	GCF_000014265.1;GCF_003060805.1;GCF_012516315.1;GCF_904830925.1;GCF_016745315.1;GCF_026000695.1;GCF_025200965.1;GCF_047276495.1;GCF_019891175.1;GCF_003945305.1
GF_00052	-0.0085330938078931	-0.0085330938078931	-0.0085330938078931	1.0	False	0.2553191489361702	0.2553191489361702	False	1	False	False	4	4	0.44537480063795853	0.4035087719298246	164.0			False							
GF_00053					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00054					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00055					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00056					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00057					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00058					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00059					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00060					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00061					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00062					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00063					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00064					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00065					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00066					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00067					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00068					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00069					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00070					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00071	-0.1392553191489361	-0.1392553191489361	-0.1392553191489361	1.0	False	0.14	0.14	False	1	False	False	4	4	0.20893141945773525	0.14274322169059012	308.0			False							
GF_00072	0.3885569852941176	0.3885569852941176	0.3885569852941176	1.0	True	0.41796875	0.41796875	False	1	False	False	4	4	0.2635566188197767	0.16347687400318978	248.0			False	TRC40/GET3/ArsA family transport-energizing ATPase		CCE_RS21060	256.0	256.0	GCF_000017845.1;GCF_025999095.1;GCF_023546805.1;GCF_904830915.1;GCF_047276495.1;GCF_009498715.2;GCF_049315035.1;GCF_030322985.1;GCF_000317655.1;GCF_904830935.1	GCF_000017845.1;GCF_025999095.1;GCF_023546805.1;GCF_904830915.1;GCF_047276495.1;GCF_009498715.2;GCF_049315035.1;GCF_030322985.1;GCF_000317655.1;GCF_904830935.1
GF_00073	-0.0486170212765957	-0.0486170212765957	-0.0486170212765957	1.0	False	0.22	0.22	False	1	False	False	4	4	0.39473684210526316	0.43381180223285487	280.0			False							
GF_00074	-0.1204705882352941	-0.1204705882352941	-0.1204705882352941	1.0	False	0.1568627450980392	0.1568627450980392	False	1	False	False	4	4	0.056020733652312596	0.029106858054226477	470.0			False							
GF_00075	0.1573660714285714	0.1573660714285714	0.1573660714285714	1.0	True	0.4047619047619047	0.4047619047619047	False	1	False	False	4	4	0.25518341307814996	0.15789473684210525	260.0			False	Hsp33 family molecular chaperone HslO		CCE_RS19265	42.0	42.0	GCF_000017845.1;GCF_040564635.1;GCF_042465725.1;GCF_018845095.1;GCF_046846445.1;GCF_050408035.1;GCF_046847945.1;GCF_019924095.1;GCF_046847955.1;GCF_018282115.1	GCF_000017845.1;GCF_040564635.1;GCF_042465725.1;GCF_018845095.1;GCF_046846445.1;GCF_050408035.1;GCF_046847945.1;GCF_019924095.1;GCF_046847955.1;GCF_018282115.1
GF_00076	-0.1738351254480287	-0.1738351254480287	-0.1738351254480287	1.0	False	0.1111111111111111	0.1111111111111111	False	1	False	False	4	4	0.46052631578947373	0.48086124401913877	174.0			False							
GF_00077	-0.0354247104247104	-0.0354247104247104	-0.0354247104247104	1.0	False	0.2321428571428571	0.2321428571428571	False	1	False	False	4	4	0.6515151515151515	0.6475279106858054	49.0			False							
GF_00078	-0.0817361659668232	-0.0817361659668232	-0.0817361659668232	1.0	False	0.1940298507462686	0.1940298507462686	False	1	False	False	4	4	0.2703349282296651	0.2671451355661882	350.0			False							
GF_00079	0.0135756056808688	0.0135756056808688	0.0135756056808688	1.0	True	0.2738095238095238	0.2738095238095238	False	1	False	False	4	4	0.7196969696969697	0.7400318979266347	118.0			False	ATP-dependent Clp protease proteolytic subunit		CCE_RS09050	84.0	84.0	GCF_000017845.1;GCF_050563455.1;GCF_020885515.1;GCF_000025125.1;GCF_038396575.1;GCF_000009725.1;GCF_000284215.1;GCF_002095975.1;GCF_000340785.1;GCF_030553035.1	GCF_000017845.1;GCF_050563455.1;GCF_020885515.1;GCF_000025125.1;GCF_038396575.1;GCF_000009725.1;GCF_000284215.1;GCF_002095975.1;GCF_000340785.1;GCF_030553035.1
GF_00080	0.7585241413638627	0.7585241413638627	0.7585241413638627	1.0	True	0.8469387755102041	0.8469387755102041	False	1	False	False	4	4	0.9681020733652312	0.9752791068580542	9.0			False	CobW family GTP-binding protein		CCE_RS22855	98.0	98.0	GCF_000017845.1;GCF_002368355.1;GCF_019977735.1;GCF_002368455.1;GCF_002368395.1;GCF_000317515.1;GCF_044923475.1;GCF_000021825.1;GCF_000478825.2;GCF_001746915.2	GCF_000017845.1;GCF_002368355.1;GCF_019977735.1;GCF_002368455.1;GCF_002368395.1;GCF_000317515.1;GCF_044923475.1;GCF_000021825.1;GCF_000478825.2;GCF_001746915.2
GF_00081	0.3761396929567561	0.3761396929567561	0.3761396929567561	1.0	True	0.4968944099378882	0.4968944099378882	False	1	False	False	4	4	0.5944976076555024	0.6634768740031898	54.0			False	sugar phosphate nucleotidyltransferase		CCE_RS01615	161.0	161.0	GCF_000017845.1;GCF_000025125.1;GCF_000317025.1;GCF_000147335.1;GCF_000021825.1;GCF_019704275.1;GCF_001704955.1;GCF_000981785.2;GCF_041506625.1;GCF_026222535.1	GCF_000017845.1;GCF_000025125.1;GCF_000317025.1;GCF_000147335.1;GCF_000021825.1;GCF_019704275.1;GCF_001704955.1;GCF_000981785.2;GCF_041506625.1;GCF_026222535.1
GF_00082	0.0193617021276595	0.0193617021276595	0.0193617021276595	1.0	True	0.28	0.28	False	1	False	False	4	4	0.8568580542264752	0.9194577352472089	30.0			False	elongation factor P		CCE_RS10065	50.0	50.0	GCF_000017845.1;GCF_038630775.1;GCF_002095975.1;GCF_048820285.1;GCF_036345015.1;GCF_002355455.1;GCF_003019735.1;GCF_000981785.1;GCF_000317655.1;GCF_000147335.1	GCF_000017845.1;GCF_038630775.1;GCF_002095975.1;GCF_048820285.1;GCF_036345015.1;GCF_002355455.1;GCF_003019735.1;GCF_000981785.1;GCF_000317655.1;GCF_000147335.1
GF_00083	0.0538932633420822	0.0538932633420822	0.0538932633420822	1.0	True	0.3111111111111111	0.3111111111111111	False	1	False	False	4	4	0.8050239234449761	0.8724082934609251	49.0			False	DUF6679 family protein		CCE_RS15255	45.0	45.0	GCF_000017845.1;GCF_050563455.1;GCF_000021805.1;GCF_000147335.1;GCF_019704275.1;GCF_048820285.1;GCF_000981785.1;GCF_021172085.1;GCF_976987195.1;GCF_009792235.1	GCF_000017845.1;GCF_050563455.1;GCF_000021805.1;GCF_000147335.1;GCF_019704275.1;GCF_048820285.1;GCF_000981785.1;GCF_021172085.1;GCF_976987195.1;GCF_009792235.1
GF_00084	-0.0581181226139681	-0.0581181226139681	-0.0581181226139681	1.0	False	0.2131147540983606	0.2131147540983606	False	1	False	False	4	4	0.5590111642743222	0.5869218500797448	124.0			False							
GF_00085	0.0564680622651637	0.0564680622651637	0.0564680622651637	1.0	True	0.3086419753086419	0.3086419753086419	False	1	False	False	4	4	0.6319776714513556	0.6435406698564593	77.0			False	adenylosuccinate lyase		CCE_RS18045	81.0	81.0	GCF_000017845.1;GCF_050563455.1;GCF_036345015.1;GCF_001746915.2;GCF_001548095.1;GCF_038630775.1;GCF_033798705.1;GCF_045345185.1;GCF_035320825.1;GCF_001548115.1	GCF_000017845.1;GCF_050563455.1;GCF_036345015.1;GCF_001746915.2;GCF_001548095.1;GCF_038630775.1;GCF_033798705.1;GCF_045345185.1;GCF_035320825.1;GCF_001548115.1
GF_00086					False	0.9545454545454546	0.9545454545454546	True	1	True	False	0	0						False	nucleoside deaminase		CCE_RS18655	66.0	66.0	GCF_000017845.1;GCF_000021805.1;GCF_000312705.1;GCF_052692655.1;GCF_052692665.1;GCF_023734775.1;GCF_029953635.1;GCF_050235535.1;GCF_003054475.1;GCF_000317695.1	GCF_000017845.1;GCF_000021805.1;GCF_000312705.1;GCF_052692655.1;GCF_052692665.1;GCF_023734775.1;GCF_029953635.1;GCF_050235535.1;GCF_003054475.1;GCF_000317695.1
GF_00087	0.2635294117647059	0.2635294117647059	0.2635294117647059	1.0	True	0.2635294117647059	0.2635294117647059	False	1	False	False	4	4	0.0474481658692185	0.013556618819776715	562.0			False	30S ribosomal protein S11		CCE_RS19075	425.0	425.0	GCF_000017845.1;GCF_000340785.1;GCF_001318385.1;GCF_002142475.1;GCF_000317495.1;GCF_000312705.1;GCF_048568275.1;GCF_001693295.1;GCF_001693275.1;GCF_021172085.1	GCF_000017845.1;GCF_000340785.1;GCF_001318385.1;GCF_002142475.1;GCF_000317495.1;GCF_000312705.1;GCF_048568275.1;GCF_001693295.1;GCF_001693275.1;GCF_021172085.1
GF_00088	0.3930008332341388	0.3930008332341388	0.3930008332341388	1.0	True	0.4059040590405904	0.4059040590405904	False	1	False	False	4	4	0.11642743221690591	0.12360446570972887	508.0			False	NADH-quinone oxidoreductase subunit NuoK		CCE_RS10535	271.0	271.0	GCF_000017845.1;GCF_050563455.1;GCF_021018745.1;GCF_018389385.1;GCF_000011385.1;GCF_000484535.1;GCF_016446395.1;GCF_050422935.1;GCF_000317615.1;GCF_007904085.1	GCF_000017845.1;GCF_050563455.1;GCF_021018745.1;GCF_018389385.1;GCF_000011385.1;GCF_000484535.1;GCF_016446395.1;GCF_050422935.1;GCF_000317615.1;GCF_007904085.1
GF_00089					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00090					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00091					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00092					False	0.0	0.0	True	1	False	True	0	0						False							
GF_00093	0.4018973888528405	0.4018973888528405	0.4018973888528405	1.0	True	0.4393305439330544	0.4393305439330544	False	1	False	False	4	4	0.29944178628389156	0.26953748006379585	280.0			False	global nitrogen regulator NtcA		AM10699_RS00300	239.0	239.0	GCF_000018105.1;GCF_019891175.1;GCF_024347835.1;GCF_018336915.1;GCF_044923475.1;GCF_012295525.1;GCF_021497025.1;GCF_001521855.1;GCF_001548455.1;GCF_014023275.1	GCF_000018105.1;GCF_019891175.1;GCF_024347835.1;GCF_018336915.1;GCF_044923475.1;GCF_012295525.1;GCF_021497025.1;GCF_001521855.1;GCF_001548455.1;GCF_014023275.1
GF_00094	0.3968435901957327	0.3968435901957327	0.3968435901957327	1.0	True	0.4622641509433962	0.4622641509433962	False	1	False	False	4	4	0.5538277511961722	0.532695374800638	133.0			False	class II fructose-bisphosphatase		AM10699_RS11855	212.0	212.0	GCF_000018105.1;GCF_043099735.1;GCF_000014265.1;GCF_001318385.1;GCF_000317615.1;GCF_000284215.1;GCF_904830855.1;GCF_048820285.1;GCF_018139025.1;GCF_002142475.1	GCF_000018105.1;GCF_043099735.1;GCF_000014265.1;GCF_001318385.1;GCF_000317615.1;GCF_000284215.1;GCF_904830855.1;GCF_048820285.1;GCF_018139025.1;GCF_002142475.1
GF_00095					False	0.9807692307692308	0.9807692307692308	True	1	True	False	0	0						False	pyruvate kinase		NPUN_RS00165	52.0	52.0	GCF_000020025.1;GCF_019976755.1;GCF_048568275.1;GCF_013393905.1;GCF_008121535.1;GCF_038096175.1;GCF_000316645.1;GCF_009372195.1;GCF_013343235.1;GCF_000317695.1	GCF_000020025.1;GCF_019976755.1;GCF_048568275.1;GCF_013393905.1;GCF_008121535.1;GCF_038096175.1;GCF_000316645.1;GCF_009372195.1;GCF_013343235.1;GCF_000317695.1
GF_00096					False	0.9852941176470588	0.9852941176470588	True	1	True	False	0	0						False	ABC transporter permease		NPUN_RS03395	68.0	68.0	GCF_000020025.1;GCF_017164015.1;GCF_000317695.1;GCF_048568275.1;GCF_012516395.1;GCF_025677855.1;GCF_011769525.1;GCF_002368175.1;GCF_025860405.1;GCF_002163975.1	GCF_000020025.1;GCF_017164015.1;GCF_000317695.1;GCF_048568275.1;GCF_012516395.1;GCF_025677855.1;GCF_011769525.1;GCF_002368175.1;GCF_025860405.1;GCF_002163975.1
GF_00097					False	0.9807692307692308	0.9807692307692308	True	1	True	False	0	0						False	Nif3-like dinuclear metal center hexameric protein		NPUN_RS07040	52.0	52.0	GCF_000020025.1;GCF_013393925.1;GCF_009873495.1;GCF_043099725.1;GCF_048568235.1;GCF_000009705.1;GCF_009498015.1;GCF_048568275.1;GCF_009856605.1;GCF_000204075.1	GCF_000020025.1;GCF_013393925.1;GCF_009873495.1;GCF_043099725.1;GCF_048568235.1;GCF_000009705.1;GCF_009498015.1;GCF_048568275.1;GCF_009856605.1;GCF_000204075.1
