gene_family,rep_id,member_id,assembly_accession,protein_id,nifK_best_ref,nifD_present,nifH_best_ref,nifHDK_core_call,nifH_best_evalue,scaffold_n50,checkm_completeness,coverage,checkm_contamination,nifD_best_ref,nifH_present,download_ok,number_of_scaffolds,derived_from_metagenome,nifK_best_evalue,assembly_level,genome_notes,gc_percent,total_ungapped_length,organism_name,nifK_present,annotation_date,number_of_contigs,contig_n50,annotation_fails_MAG_check,nifD_best_evalue,annotation_name,best_hit_ids,organism_full,genus,is_diazotroph
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000981785.1|WP_002770735.1,GCF_000981785.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.699999999999998e-54,4294213,,123.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00083,Complete Genome,,43.0,4294213,"{'infraspecific_names': {'strain': 'NIES-2549'}, 'organism_name': 'Microcystis aeruginosa NIES-2549', 'tax_id': 1641812}",0.0,,1,4294213,0,9.4e-10,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1,Microcystis aeruginosa NIES-2549,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000025125.1|WP_012954167.1,GCF_000025125.1,WP_012954167.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.8e-154,1443806,,,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.1e-237,Complete Genome,,31.0,1443806,"{'infraspecific_names': {'isolate': 'ALOHA', 'strain': 'ALOHA'}, 'organism_name': 'Candidatus Atelocyanobacterium thalassa isolate ALOHA', 'tax_id': 1453429}",1.0,,1,1443806,0,1.2e-252,GCF_000025125.1-RS_2025_07_20,H=WP_012954002.1;D=WP_012954003.1;K=WP_012954004.1,Candidatus Atelocyanobacterium thalassa isolate ALOHA,Candidatus,True
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_019924095.1|WP_010873737.1,GCF_019924095.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.1e-52,3741266,,50.0,,nifD-local_aln_i2.1_12182023,1.0,1,3,0,0.0003,Complete Genome,,47.5,3876863,"{'infraspecific_names': {'strain': 'PCC 7339'}, 'organism_name': 'Synechocystis sp. PCC 7339', 'tax_id': 2782213}",0.0,,3,3741266,0,2.7e-11,GCF_019924095.1-RS_2024_08_18,H=WP_212722074.1;D=WP_212721211.1;K=WP_212721211.1,Synechocystis sp. PCC 7339,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_003019735.1|WP_002770735.1,GCF_003019735.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.3e-54,5020243,,156.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00093,Complete Genome,,42.5,5020243,"{'infraspecific_names': {'strain': 'MC19'}, 'organism_name': 'Microcystis sp. MC19', 'tax_id': 1967666}",0.0,,1,5020243,0,5.5e-10,GCF_003019735.1-RS_2024_08_24,H=WP_002773281.1;D=WP_008198899.1;K=WP_008198899.1,Microcystis sp. MC19,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000478825.2|WP_010873737.1,GCF_000478825.2,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.1e-52,3485441,,96.69,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,9.6e-05,Complete Genome,,47.5,3738889,"{'infraspecific_names': {'strain': 'PCC 6714'}, 'organism_name': 'Synechocystis sp. PCC 6714', 'tax_id': 1147}",0.0,,4,3485441,0,6.6e-12,GCF_000478825.2-RS_2024_08_13,H=WP_028949217.1;D=WP_028948509.1;K=WP_028948509.1,Synechocystis sp. PCC 6714,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000284135.1|WP_010873737.1,GCF_000284135.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3570004,,70.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.2e-05,Complete Genome,,47.5,3570004,"{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-I'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-I', 'tax_id': 1080228}",0.0,,1,3570004,0,1e-11,GCF_000284135.1-RS_2024_08_13,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803 substr. GT-I,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000284215.1|WP_010873737.1,GCF_000284215.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3570103,,70.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.2e-05,Complete Genome,,47.5,3570103,"{'infraspecific_names': {'strain': 'PCC 6803 substr. PCC-N'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. PCC-N', 'tax_id': 1080229}",0.0,,1,3570103,0,1e-11,GCF_000284215.1-RS_2024_08_13,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803 substr. PCC-N,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_018282115.1|WP_010873737.1,GCF_018282115.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.1e-52,3704690,,50.0,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,0.0003,Complete Genome,,47.5,3832803,"{'infraspecific_names': {'strain': 'PCC 7338'}, 'organism_name': 'Synechocystis sp. PCC 7338', 'tax_id': 2732530}",0.0,,4,3704690,0,2.7e-11,GCF_018282115.1-RS_2024_08_25,H=WP_212722074.1;D=WP_212721211.1;K=WP_212721211.1,Synechocystis sp. PCC 7338,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_050711215.1|WP_002770735.1,GCF_050711215.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.5e-54,5868208,,72.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00078,Complete Genome,,42.5,5868208,"{'infraspecific_names': {'strain': 'FBCC-A68'}, 'organism_name': 'Microcystis aeruginosa FBCC-A68', 'tax_id': 3079052}",0.0,,1,5868208,0,7.5e-10,GCF_050711215.1-RS_2025_06_04,H=WP_002759152.1;D=WP_061430879.1;K=WP_061430879.1,Microcystis aeruginosa FBCC-A68,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_050500255.1|WP_002770735.1,GCF_050500255.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.5e-54,5864213,,,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00078,Complete Genome,,42.5,5864213,"{'infraspecific_names': {'strain': 'FBCC-A68'}, 'organism_name': 'Microcystis aeruginosa FBCC-A68', 'tax_id': 3079052}",0.0,,1,5864213,0,7.5e-10,GCF_050500255.1-RS_2025_05_21,H=WP_002759152.1;D=WP_061430879.1;K=WP_061430879.1,Microcystis aeruginosa FBCC-A68,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_001704955.2|WP_002770735.1,GCF_001704955.2,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.699999999999998e-54,4293006,,114.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,0.00083,Complete Genome,,43.0,4440545,"{'infraspecific_names': {'strain': 'NIES-2481'}, 'organism_name': 'Microcystis aeruginosa NIES-2481', 'tax_id': 1698524}",0.0,,2,4293006,0,9.4e-10,GCF_001704955.2-RS_2025_05_20,H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1,Microcystis aeruginosa NIES-2481,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_003945305.1|WP_002770735.1,GCF_003945305.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.3e-54,5874197,,162.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00084,Complete Genome,,42.5,5874197,"{'infraspecific_names': {'strain': 'NIES-102'}, 'organism_name': 'Microcystis viridis NIES-102', 'tax_id': 213615}",0.0,,1,5874197,0,9.9e-10,GCF_003945305.1-RS_2025_03_16,H=WP_002773281.1;D=WP_002796162.1;K=WP_002796162.1,Microcystis viridis NIES-102,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_050563455.1|WP_007306900.1,GCF_050563455.1,WP_007306900.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.7e-155,6132292,,91.0,,nifD-local_aln_i2.1_12182023,1.0,1,4,0,2.2e-239,Complete Genome,,37.0,6283531,"{'infraspecific_names': {'strain': 'WH 8501'}, 'organism_name': 'Crocosphaera watsonii WH 8501', 'tax_id': 165597}",1.0,,4,6132292,0,1.7999999999999999e-255,GCF_050563455.1-RS_2025_05_26,H=WP_007305800.1;D=WP_007305801.1;K=WP_007305802.1,Crocosphaera watsonii WH 8501,Crocosphaera,True
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_020885515.1|WP_040055066.1,GCF_020885515.1,WP_040055066.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,8.9e-155,1491611,,1400.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,2.2e-236,Complete Genome,,31.0,1491611,"{'infraspecific_names': {'isolate': 'CPSB-1'}, 'organism_name': 'cyanobacterium endosymbiont of Braarudosphaera bigelowii', 'tax_id': 1285375}",1.0,,1,1491611,0,7.100000000000001e-253,GCF_020885515.1-RS_2025_07_20,H=WP_040054948.1;D=WP_229636966.1;K=WP_229636967.1,cyanobacterium endosymbiont of Braarudosphaera bigelowii,cyanobacterium,True
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_003574135.1|WP_119259864.1,GCF_003574135.1,WP_119259864.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,1.3e-155,3020309,,460.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.1e-237,Complete Genome,,34.0,3020309,"{'infraspecific_names': {'isolate': 'cyanobacterium endosymbiont of Rhopalodia gibberula isolate RgSB Namiki Park'}, 'organism_name': 'cyanobacterium endosymbiont of Rhopalodia gibberula', 'tax_id': 1763363}",1.0,,1,3020309,0,1.7e-257,GCF_003574135.1-RS_2025_03_28,H=WP_119260545.1;D=WP_119260546.1;K=WP_119260547.1,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium,True
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000340785.1|WP_010873737.1,GCF_000340785.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3569561,,,,nifD-local_aln_i2.1_12182023,1.0,1,8,0,7.2e-05,Complete Genome,,47.5,3949306,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0.0,,8,3569561,0,1e-11,GCF_000340785.1-RS_2024_08_13,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_029919255.1|WP_281153439.1,GCF_029919255.1,WP_281153439.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,2e-156,3072807,,500.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,1.6999999999999998e-237,Complete Genome,,34.5,3072807,"{'infraspecific_names': {'isolate': 'Gazos Creek', 'strain': 'EcSB'}, 'organism_name': 'cyanobacterium endosymbiont of Epithemia clementina EcSB', 'tax_id': 3034674}",1.0,,1,3072807,0,9.200000000000005e-258,GCF_029919255.1-RS_2025_11_23,H=WP_281152266.1;D=WP_281152265.1;K=WP_281152264.1,cyanobacterium endosymbiont of Epithemia clementina EcSB,cyanobacterium,True
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_046846445.1|WP_010873737.1,GCF_046846445.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3569582,,571.21,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.2e-05,Complete Genome,,47.5,3569582,"{'infraspecific_names': {'isolate': 'DELrpoZ-S3', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}",0.0,,1,3569582,0,1e-11,GCF_046846445.1-RS_2025_01_22,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803 substr. GT-T,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_018845095.1|WP_010873737.1,GCF_018845095.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3571181,,1200.0,,nifD-local_aln_i2.1_12182023,1.0,1,7,0,7.2e-05,Complete Genome,,47.5,3947544,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0.0,,7,3571181,0,1e-11,GCF_018845095.1-RS_2024_08_24,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000010625.1|WP_002770735.1,GCF_000010625.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,8.5e-54,5842795,,,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00084,Complete Genome,,42.5,5842795,"{'infraspecific_names': {'strain': 'NIES-843'}, 'organism_name': 'Microcystis aeruginosa NIES-843', 'tax_id': 449447}",0.0,,1,5842795,0,9.9e-10,GCF_000010625.1-RS_2025_04_07,H=WP_002759152.1;D=WP_002796162.1;K=WP_002796162.1,Microcystis aeruginosa NIES-843,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_046847945.1|WP_010873737.1,GCF_046847945.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3569582,,436.65,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.2e-05,Complete Genome,,47.5,3569582,"{'infraspecific_names': {'isolate': 'DELrpoZ-S1', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}",0.0,,1,3569582,0,1e-11,GCF_046847945.1-RS_2025_01_22,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803 substr. GT-T,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000981785.2|WP_002770735.1,GCF_000981785.2,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.699999999999998e-54,4294213,,123.0,,nifD-local_aln_i2.1_12182023,1.0,1,2,0,0.00083,Complete Genome,,43.0,4301200,"{'infraspecific_names': {'strain': 'NIES-2549'}, 'organism_name': 'Microcystis aeruginosa NIES-2549', 'tax_id': 1641812}",0.0,,2,4294213,0,9.4e-10,GCF_000981785.2-RS_2025_03_11,H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1,Microcystis aeruginosa NIES-2549,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000009725.1|WP_010873737.1,GCF_000009725.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3573470,,,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,7.2e-05,Complete Genome,,47.5,3947019,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0.0,,5,3573470,0,1e-11,GCF_000009725.1-RS_2025_06_29,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_001704955.1|WP_002770735.1,GCF_001704955.1,WP_002770735.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.699999999999998e-54,4293006,,114.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.00083,Complete Genome,,43.0,4293006,"{'infraspecific_names': {'strain': 'NIES-2481'}, 'organism_name': 'Microcystis aeruginosa NIES-2481', 'tax_id': 1698524}",0.0,,1,4293006,0,9.4e-10,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1,Microcystis aeruginosa NIES-2481,Microcystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_000017845.1|WP_009545480.1,GCF_000017845.1,WP_009545480.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,1,4.3e-157,4934271,,,,nifD-local_aln_i2.1_12182023,1.0,1,6,0,8.9e-238,Complete Genome,,38.0,5460377,"{'infraspecific_names': {'strain': 'ATCC 51142'}, 'organism_name': 'Crocosphaera subtropica ATCC 51142', 'tax_id': 43989}",1.0,,6,4934271,0,1.2e-255,GCF_000017845.1-RS_2025_04_15,H=WP_009546639.1;D=WP_009546640.1;K=WP_009546641.1,Crocosphaera subtropica ATCC 51142,Crocosphaera,True
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_050408035.1|WP_010873737.1,GCF_050408035.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3573470,,100.0,,nifD-local_aln_i2.1_12182023,1.0,1,5,0,7.2e-05,Complete Genome,,47.5,3947019,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0.0,,5,3573470,0,1e-11,GCF_050408035.1-RS_2025_05_18,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_046847955.1|WP_010873737.1,GCF_046847955.1,WP_010873737.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,1.2e-52,3569582,,305.81,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,7.2e-05,Complete Genome,,47.5,3569582,"{'infraspecific_names': {'isolate': 'DELrpoZ', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}",0.0,,1,3569582,0,1e-11,GCF_046847955.1-RS_2025_01_22,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1,Synechocystis sp. PCC 6803 substr. GT-T,Synechocystis,False
GF_00107,GCF_000021805.1|WP_012594993.1,GCF_030553035.1|WP_002732313.1,GCF_030553035.1,WP_002732313.1,nifK-local_aln_i2.1_12182023,1.0,nifH-local_aln_i2.1_12182023,0,5.1999999999999995e-54,5103923,,39.0,,nifD-local_aln_i2.1_12182023,1.0,1,1,0,0.0011,Complete Genome,,42.0,5103923,"{'infraspecific_names': {'strain': 'PCC 7806'}, 'organism_name': 'Microcystis aeruginosa PCC 7806', 'tax_id': 267872}",0.0,,1,5103923,0,1.1e-09,GCF_030553035.1-RS_2025_08_17,H=WP_002735653.1;D=WP_002746000.1;K=WP_002746000.1,Microcystis aeruginosa PCC 7806,Microcystis,False
